Monthly_Income,Total_Spending,Savings_Amount,Groceries_Spending,Transport_Spending,Entertainment_Spending,Utilities_Spending,Loan_Repayment,Insurance,Shopping_Spending,Investment_Amount,Goal_Amount
15537000,11707000,3830000,2696000,1273000,1091000,825000,1970000,767000,2457000,627000,500000000
16937000,13795000,3142000,3536000,1744000,1964000,1226000,2642000,570000,1250000,864000,100000000
16616000,14300000,2316000,3013000,1616000,980000,853000,3477000,688000,2281000,1392000,50000000
21419000,17659000,3760000,3611000,2414000,2267000,1780000,1767000,563000,2165000,3092000,100000000
21475000,17500000,3975000,4890000,1536000,1364000,2067000,3277000,552000,1935000,1881000,100000000
17721000,16505000,1217000,2947000,2026000,2214000,1601000,3128000,1002000,1567000,2019000,50000000
19229000,14776000,4453000,3240000,1607000,1365000,976000,3366000,693000,1437000,2091000,100000000
17570000,13816000,3754000,2683000,1917000,1325000,1026000,2777000,445000,2188000,1454000,100000000
12694000,11198000,1496000,3055000,1528000,999000,770000,1101000,403000,1548000,1794000,500000000
18783000,15054000,3729000,3384000,2287000,1788000,1042000,1496000,964000,1401000,2692000,100000000
8028000,6661000,1366000,1608000,558000,548000,441000,1520000,237000,1197000,552000,500000000
20269000,12271000,7999000,2947000,2009000,1210000,1310000,1664000,1019000,755000,1356000,20000000
9027000,6022000,3005000,1492000,861000,721000,624000,316000,198000,1004000,807000,50000000
16429000,9304000,7126000,1990000,1049000,657000,783000,871000,335000,1878000,1740000,20000000
10774000,7839000,2935000,1590000,638000,1011000,567000,1823000,531000,1075000,604000,200000000
17767000,12527000,5240000,2266000,1265000,1789000,1039000,1616000,785000,1909000,1858000,50000000
14830000,14070000,760000,2585000,2014000,1705000,806000,2734000,419000,937000,2870000,100000000
7026000,5446000,1581000,1245000,647000,376000,539000,1170000,317000,751000,400000,200000000
17103000,14605000,2499000,2877000,1368000,1802000,1269000,2722000,584000,1582000,2401000,100000000
12110000,7875000,4235000,1973000,975000,445000,708000,1077000,551000,1431000,717000,20000000
19406000,16964000,2441000,3622000,2186000,2312000,1603000,2412000,437000,3045000,1348000,500000000
15007000,11657000,3350000,3017000,662000,1018000,1221000,2755000,951000,951000,1082000,50000000
16977000,13813000,3164000,3702000,883000,924000,1040000,2734000,729000,1922000,1878000,20000000
10212000,6459000,3753000,1330000,480000,536000,576000,441000,517000,1445000,1134000,200000000
12053000,9002000,3051000,1931000,746000,1491000,1006000,924000,635000,1464000,806000,20000000
12707000,9979000,2728000,2552000,1093000,1501000,981000,1264000,362000,1440000,787000,200000000
19284000,14754000,4530000,2730000,1971000,1116000,1400000,1861000,1101000,2793000,1783000,100000000
23387000,21325000,2062000,4086000,1968000,3384000,1412000,3824000,785000,4509000,1355000,100000000
10974000,9923000,1051000,2929000,655000,810000,834000,1561000,398000,1080000,1656000,500000000
20384000,19099000,1285000,4575000,1814000,2275000,1283000,3966000,945000,1428000,2812000,20000000
5000000,4002000,998000,788000,519000,401000,228000,502000,274000,623000,665000,200000000
9029000,8463000,566000,1990000,835000,1299000,926000,1479000,382000,850000,702000,200000000
10206000,8926000,1280000,1717000,1292000,780000,668000,1198000,688000,1566000,1017000,500000000
8237000,5123000,3115000,1316000,388000,582000,630000,723000,298000,614000,571000,100000000
7082000,4903000,2179000,1142000,392000,654000,384000,1134000,408000,308000,481000,50000000
17065000,10363000,6702000,2432000,1487000,1091000,630000,1165000,629000,1376000,1554000,20000000
13930000,6991000,6939000,1633000,960000,519000,545000,1801000,310000,537000,686000,100000000
16897000,9878000,7019000,2601000,1369000,1331000,658000,1687000,788000,879000,566000,200000000
18452000,9260000,9192000,2459000,1487000,1245000,894000,769000,265000,1330000,811000,20000000
16328000,13453000,2875000,4102000,1413000,1737000,1111000,1008000,1147000,1049000,1887000,50000000
18289000,12647000,5642000,4008000,1935000,1313000,1130000,1372000,1143000,900000,845000,200000000
14652000,9387000,5265000,1701000,1056000,782000,856000,1927000,666000,698000,1702000,50000000
9065000,7640000,1425000,1316000,1133000,1033000,468000,1056000,494000,994000,1145000,100000000
20289000,17745000,2544000,4133000,1653000,2184000,960000,3748000,623000,3484000,961000,200000000
12054000,11318000,737000,3271000,722000,1727000,1008000,1969000,679000,838000,1104000,100000000
10322000,8143000,2179000,1813000,937000,1101000,741000,493000,504000,1250000,1305000,200000000
14110000,9986000,4125000,1565000,1464000,1263000,959000,2201000,737000,1250000,547000,50000000
10436000,6652000,3784000,1743000,393000,575000,635000,1814000,226000,451000,814000,1000000000
12913000,7748000,5165000,1963000,923000,750000,1214000,809000,597000,687000,804000,20000000
16720000,9962000,6758000,2548000,1019000,1576000,777000,1145000,499000,1040000,1358000,200000000
16742000,11454000,5288000,2000000,1424000,674000,755000,2173000,514000,1718000,2196000,20000000
10511000,9946000,564000,2076000,708000,1274000,791000,2144000,266000,1671000,1017000,500000000
12561000,6286000,6276000,1190000,451000,838000,552000,1373000,201000,813000,866000,50000000
20372000,11994000,8378000,3403000,1629000,1466000,1181000,990000,939000,807000,1579000,100000000
17482000,10223000,7259000,2296000,697000,1087000,961000,2188000,621000,1132000,1241000,100000000
25375000,20876000,4499000,4036000,1434000,2196000,1088000,3914000,1087000,4092000,3028000,200000000
20901000,13766000,7135000,3480000,1291000,1755000,910000,2505000,1050000,738000,2035000,20000000
20721000,14625000,6097000,2705000,1360000,1997000,921000,2601000,547000,2231000,2262000,500000000
8061000,4569000,3491000,1394000,568000,385000,352000,727000,267000,515000,362000,200000000
18819000,12839000,5980000,2677000,863000,1850000,1259000,2604000,546000,850000,2190000,100000000
14734000,8051000,6683000,1870000,708000,939000,465000,1609000,490000,725000,1245000,100000000
12245000,9060000,3185000,1669000,1329000,554000,695000,1691000,550000,1951000,620000,200000000
15840000,8618000,7222000,1843000,869000,774000,941000,1422000,459000,1563000,747000,200000000
19726000,16880000,2846000,4328000,2138000,1989000,1387000,1846000,1182000,1490000,2520000,200000000
17504000,13215000,4289000,3338000,1162000,1205000,999000,2782000,858000,1048000,1823000,50000000
10608000,8760000,1848000,1778000,650000,748000,964000,863000,787000,1414000,1556000,200000000
18712000,12880000,5832000,3416000,2137000,797000,1402000,1000000,691000,897000,2541000,100000000
11812000,7934000,3878000,1573000,653000,1108000,502000,1614000,577000,869000,1038000,500000000
16083000,8752000,7331000,1497000,842000,551000,896000,1835000,269000,1684000,1177000,500000000
13483000,9920000,3563000,2280000,1487000,935000,686000,1940000,277000,1350000,966000,50000000
13906000,10172000,3733000,2160000,1078000,630000,756000,2103000,530000,1647000,1270000,100000000
18831000,13382000,5449000,2201000,1717000,1696000,768000,1724000,593000,2305000,2379000,100000000
9799000,8165000,1634000,1857000,1050000,1072000,634000,1154000,420000,1184000,794000,50000000
24726000,21626000,3100000,4719000,1283000,2766000,1610000,2811000,1308000,3569000,3562000,50000000
5895000,4939000,956000,909000,844000,646000,499000,828000,190000,372000,652000,20000000
12012000,6783000,5228000,1280000,1184000,918000,693000,1282000,190000,674000,561000,200000000
16851000,13143000,3708000,2466000,924000,1139000,1163000,2581000,582000,1946000,2342000,100000000
17922000,9609000,8313000,2439000,1388000,1210000,630000,996000,784000,541000,1621000,20000000
14498000,11780000,2717000,2408000,1319000,892000,1205000,1984000,682000,735000,2555000,100000000
14713000,9885000,4828000,2339000,1185000,1186000,564000,1512000,544000,1072000,1484000,100000000
17053000,9543000,7510000,2634000,813000,738000,903000,1024000,397000,2199000,837000,100000000
13845000,12293000,1552000,2113000,1198000,1570000,879000,2195000,552000,2273000,1513000,20000000
21966000,17052000,4914000,4198000,1305000,2094000,1070000,1276000,1017000,3071000,3021000,50000000
19197000,12663000,6534000,3154000,1326000,1318000,685000,2139000,436000,2463000,1141000,20000000
19364000,9950000,9414000,1922000,833000,1215000,1030000,1013000,334000,1984000,1620000,20000000
10169000,7543000,2626000,1897000,904000,1211000,610000,490000,389000,761000,1281000,100000000
14603000,13368000,1235000,3578000,1967000,1648000,1134000,1906000,376000,1863000,897000,100000000
13498000,10371000,3126000,1755000,1475000,994000,879000,1455000,321000,1538000,1954000,500000000
9972000,9346000,626000,1716000,739000,876000,678000,2373000,710000,808000,1446000,50000000
16801000,9432000,7369000,1703000,1568000,707000,671000,1480000,663000,1091000,1549000,200000000
12312000,9304000,3007000,1846000,901000,698000,719000,2358000,392000,1654000,736000,50000000
18277000,15703000,2574000,2633000,2248000,837000,886000,3655000,888000,1701000,2854000,100000000
9649000,7106000,2543000,1572000,691000,935000,654000,604000,476000,1289000,885000,100000000
23595000,12765000,10831000,3408000,1859000,1726000,1324000,1107000,960000,1515000,864000,100000000
10518000,8018000,2500000,1540000,1147000,709000,714000,974000,585000,818000,1530000,200000000
16097000,12479000,3617000,3177000,1658000,826000,994000,2005000,451000,1340000,2028000,20000000
18959000,15697000,3263000,2797000,1489000,1819000,1348000,3056000,546000,2806000,1837000,100000000
12147000,10234000,1913000,1939000,1743000,1083000,653000,888000,445000,1249000,2234000,100000000
19262000,16312000,2950000,3018000,2154000,2113000,1157000,2589000,997000,1417000,2867000,20000000
8854000,7070000,1784000,1606000,747000,766000,455000,1409000,301000,1307000,479000,20000000
22261000,13292000,8968000,3147000,860000,1760000,1100000,2350000,617000,1460000,1997000,200000000
15071000,10277000,4794000,2110000,1424000,663000,710000,1781000,774000,1969000,844000,500000000
12018000,10206000,1812000,2069000,1544000,898000,788000,2229000,762000,1372000,544000,100000000
13504000,12546000,958000,2249000,1004000,1847000,653000,2297000,906000,2523000,1067000,200000000
19045000,10199000,8846000,1812000,1710000,618000,921000,2838000,326000,1283000,691000,1000000000
12078000,8949000,3128000,2273000,593000,844000,475000,1802000,707000,875000,1381000,50000000
11253000,7209000,4044000,1159000,1064000,556000,705000,1005000,447000,1074000,1198000,50000000
13892000,8355000,5537000,2211000,1117000,926000,673000,825000,513000,1402000,688000,500000000
9115000,6632000,2483000,1798000,933000,859000,606000,574000,384000,579000,898000,20000000
24103000,18625000,5478000,4562000,1744000,2969000,1453000,1476000,1641000,3260000,1520000,100000000
12168000,6138000,6031000,1742000,797000,1001000,364000,613000,147000,538000,936000,100000000
19158000,16305000,2853000,2904000,1938000,2391000,1356000,1653000,442000,3435000,2187000,200000000
16047000,13944000,2103000,2997000,2210000,1400000,874000,3091000,455000,2125000,793000,100000000
10077000,9417000,660000,2283000,1268000,1492000,737000,1274000,617000,691000,1056000,100000000
14970000,8702000,6268000,1803000,1224000,1453000,768000,1352000,675000,681000,744000,200000000
18920000,14522000,4398000,3208000,2091000,1253000,1290000,886000,1123000,2665000,2005000,100000000
14059000,9728000,4330000,1712000,1184000,643000,803000,1709000,443000,1924000,1311000,1000000000
20966000,13642000,7324000,2455000,1908000,1650000,1306000,2439000,578000,1627000,1680000,200000000
20108000,15172000,4936000,2447000,1977000,1811000,1431000,3325000,887000,931000,2363000,500000000
19595000,16696000,2899000,4223000,2489000,1092000,1727000,2641000,534000,1903000,2086000,100000000
12702000,6483000,6219000,1398000,472000,873000,524000,429000,398000,1365000,1023000,1000000000
9601000,8989000,612000,1578000,1110000,1523000,905000,646000,214000,1528000,1484000,100000000
11932000,10315000,1617000,2406000,1116000,952000,829000,1201000,640000,2072000,1097000,100000000
15981000,13393000,2589000,2649000,1421000,1151000,1023000,1117000,962000,2334000,2735000,500000000
17729000,14931000,2798000,3000000,1511000,2209000,1471000,3214000,507000,1567000,1452000,100000000
5000000,3375000,1625000,672000,555000,256000,238000,297000,160000,420000,777000,100000000
14959000,12539000,2420000,2958000,1077000,1886000,972000,1081000,367000,1936000,2263000,100000000
15790000,10643000,5147000,2157000,988000,1314000,818000,1882000,585000,991000,1909000,500000000
13612000,12311000,1301000,2839000,1067000,1357000,812000,1492000,820000,2744000,1180000,100000000
21456000,12439000,9017000,2333000,1049000,815000,1301000,3403000,971000,1384000,1182000,500000000
17109000,10805000,6304000,2166000,1201000,537000,680000,2303000,809000,1276000,1833000,50000000
21551000,16122000,5429000,3718000,1007000,1429000,1352000,3246000,1289000,922000,3159000,50000000
13920000,8960000,4961000,1927000,731000,1282000,1025000,1261000,281000,720000,1733000,100000000
19687000,13602000,6085000,2695000,1816000,1744000,1519000,1084000,939000,1232000,2573000,50000000
23175000,16723000,6452000,3180000,1009000,2297000,1749000,2175000,1250000,1885000,3179000,100000000
21558000,19087000,2471000,5480000,1574000,2939000,1343000,3148000,1495000,1695000,1412000,20000000
9539000,7016000,2524000,1723000,944000,743000,517000,523000,511000,821000,1234000,50000000
13732000,9106000,4626000,1693000,1506000,1641000,875000,829000,520000,1011000,1031000,500000000
13274000,8117000,5157000,1722000,808000,1171000,805000,1751000,435000,866000,558000,500000000
17446000,11932000,5515000,2258000,1226000,2045000,807000,1395000,312000,1689000,2201000,20000000
18432000,13494000,4938000,2380000,1882000,972000,1085000,2432000,274000,2333000,2135000,500000000
10806000,9031000,1775000,1809000,499000,1152000,544000,1516000,584000,1559000,1368000,100000000
15339000,8505000,6834000,1912000,853000,867000,422000,1819000,381000,1442000,810000,500000000
5000000,2999000,2001000,465000,323000,419000,216000,616000,175000,584000,199000,50000000
22210000,14899000,7310000,3904000,2208000,1732000,1372000,1376000,588000,886000,2834000,100000000
12438000,8236000,4202000,1617000,1239000,665000,835000,1468000,612000,1313000,487000,1000000000
15279000,10333000,4946000,2445000,905000,936000,898000,1911000,785000,719000,1734000,100000000
13452000,11529000,1922000,2086000,972000,745000,824000,2304000,619000,1974000,2006000,500000000
20730000,13389000,7341000,2284000,1738000,1068000,901000,2644000,544000,1247000,2961000,500000000
5000000,3629000,1371000,1022000,613000,405000,241000,326000,138000,428000,457000,50000000
14917000,11647000,3270000,1962000,1724000,1727000,996000,1261000,713000,2441000,822000,50000000
14471000,8747000,5724000,1921000,1069000,634000,560000,1626000,700000,1649000,588000,50000000
12732000,10484000,2248000,2479000,1415000,821000,890000,2423000,570000,595000,1290000,50000000
23631000,17634000,5998000,2989000,1107000,2560000,1054000,4320000,1331000,1079000,3193000,100000000
10563000,7405000,3158000,1790000,764000,731000,584000,1062000,470000,1506000,498000,500000000
18859000,16302000,2557000,4070000,898000,2561000,1552000,3784000,1059000,1060000,1318000,100000000
16781000,10229000,6552000,2525000,688000,781000,930000,1546000,549000,1805000,1405000,1000000000
21308000,19122000,2186000,4497000,2285000,1905000,1360000,2888000,1102000,3815000,1270000,100000000
11664000,8777000,2887000,1823000,1420000,611000,619000,1232000,660000,549000,1863000,100000000
