Monthly_Income,Total_Spending,Savings_Amount,Groceries_Spending,Transport_Spending,Entertainment_Spending,Utilities_Spending,Loan_Repayment,Insurance,Shopping_Spending,Investment_Amount,Other_Spending,Goal_Amount
28131000,22039000,6092000,2786000,2223000,2145000,1675000,2071000,661000,2412000,1825000,6241000,500000000
27746000,21154000,6592000,3619000,1894000,1314000,1512000,1852000,1202000,3005000,2768000,3988000,20000000
17233000,14959000,2274000,1437000,698000,1342000,700000,1646000,546000,760000,761000,7069000,500000000
27988000,25878000,2110000,3515000,1908000,2099000,1340000,2559000,1142000,1136000,1599000,10580000,20000000
28379000,22153000,6226000,2710000,1594000,1415000,1587000,2130000,817000,2910000,1347000,7643000,500000000
11679000,10294000,1385000,1001000,919000,846000,519000,1334000,476000,826000,1042000,3331000,50000000
10738000,9155000,1583000,1085000,549000,641000,339000,1110000,441000,747000,967000,3276000,50000000
27303000,20514000,6789000,2613000,1868000,2022000,1559000,1862000,890000,1612000,1655000,6433000,500000000
27802000,22642000,5160000,3298000,1810000,1802000,1265000,3226000,1364000,1469000,1672000,6736000,20000000
19773000,15930000,3843000,2076000,800000,839000,917000,2034000,396000,2101000,1756000,5011000,500000000
5225000,4670000,555000,771000,394000,415000,159000,589000,210000,235000,258000,1639000,100000000
19894000,17877000,2017000,2933000,907000,1348000,657000,1184000,940000,1589000,1777000,6542000,100000000
11699000,10427000,1272000,1299000,778000,892000,624000,612000,535000,805000,536000,4346000,20000000
21969000,18243000,3726000,2980000,1560000,1017000,946000,1856000,812000,1363000,1267000,6442000,1000000000
18873000,14391000,4482000,1527000,1231000,1436000,1131000,1536000,885000,1904000,1325000,3416000,100000000
8633000,7018000,1615000,1022000,379000,524000,439000,957000,201000,952000,408000,2136000,100000000
26386000,23550000,2836000,3484000,2085000,2110000,1543000,1637000,958000,1467000,1174000,9092000,20000000
19107000,15699000,3408000,1819000,945000,1337000,733000,987000,945000,882000,1074000,6977000,50000000
24313000,22422000,1891000,2049000,1583000,1404000,858000,2116000,1209000,1702000,1828000,9673000,50000000
18581000,16065000,2516000,1689000,1336000,931000,767000,1160000,750000,1397000,1650000,6385000,20000000
10597000,8184000,2413000,1176000,822000,856000,402000,567000,265000,469000,890000,2737000,50000000
8291000,7464000,827000,957000,532000,564000,401000,427000,194000,643000,604000,3142000,500000000
22463000,18832000,3631000,2396000,1131000,2008000,1176000,1347000,1071000,2608000,1790000,5305000,200000000
5802000,5423000,379000,643000,426000,340000,244000,443000,269000,411000,419000,2228000,20000000
7013000,6540000,473000,792000,326000,521000,229000,785000,207000,785000,508000,2387000,100000000
28613000,26788000,1825000,3830000,1170000,2036000,881000,2954000,1372000,3087000,1172000,10286000,100000000
9467000,8596000,871000,827000,723000,680000,346000,825000,226000,709000,596000,3664000,50000000
24222000,20803000,3419000,3242000,1526000,1861000,1259000,1941000,698000,2338000,1781000,6157000,50000000
18562000,14238000,4324000,2380000,794000,872000,680000,1520000,730000,1053000,1404000,4805000,1000000000
5148000,4532000,616000,679000,325000,347000,295000,576000,129000,262000,363000,1556000,1000000000
8793000,7243000,1550000,1156000,403000,576000,436000,886000,437000,353000,720000,2276000,200000000
15120000,12683000,2437000,1708000,624000,864000,845000,938000,403000,693000,939000,5669000,500000000
5138000,4732000,406000,487000,229000,318000,214000,595000,141000,464000,250000,2034000,100000000
10250000,8764000,1486000,1205000,728000,676000,610000,1067000,351000,1136000,430000,2561000,20000000
9152000,8438000,714000,1346000,643000,513000,461000,479000,397000,1082000,679000,2838000,200000000
19402000,17232000,2170000,2351000,1245000,1060000,790000,1652000,458000,1525000,1355000,6796000,50000000
10680000,9931000,749000,863000,517000,821000,388000,1022000,427000,547000,578000,4768000,200000000
10150000,9203000,947000,854000,706000,440000,568000,551000,233000,406000,541000,4904000,500000000
17313000,15160000,2153000,2588000,975000,963000,685000,1294000,395000,2057000,1296000,4907000,200000000
8314000,6860000,1454000,707000,502000,604000,260000,793000,177000,877000,386000,2554000,100000000
5050000,4658000,392000,420000,383000,255000,194000,541000,184000,414000,243000,2024000,500000000
24300000,20194000,4106000,2544000,1417000,1667000,860000,2877000,804000,1449000,1335000,7241000,200000000
15752000,14200000,1552000,2329000,1025000,868000,624000,922000,460000,1282000,1466000,5224000,500000000
17031000,15954000,1077000,1742000,1336000,1399000,824000,1605000,610000,1824000,1402000,5212000,200000000
23805000,18245000,5560000,2587000,1382000,1369000,1072000,2678000,834000,2011000,1749000,4563000,1000000000
23589000,22171000,1418000,2934000,1473000,1214000,1211000,2363000,807000,2822000,1466000,7881000,200000000
27539000,21524000,6015000,2250000,1745000,1831000,1102000,2596000,693000,1337000,1792000,8178000,200000000
6947000,5600000,1347000,992000,345000,325000,233000,452000,326000,824000,350000,1753000,20000000
14784000,13185000,1599000,1720000,1027000,1181000,515000,1583000,571000,1283000,1337000,3968000,500000000
21553000,17381000,4172000,2429000,1489000,1595000,1162000,1926000,513000,1841000,1097000,5329000,100000000
11330000,10168000,1162000,1589000,550000,890000,373000,655000,313000,779000,970000,4049000,500000000
26586000,21035000,5551000,3901000,1078000,1594000,1434000,3070000,1142000,1150000,1445000,6221000,100000000
16950000,15762000,1188000,1858000,1355000,1386000,617000,2020000,734000,1709000,1447000,4636000,500000000
20542000,19383000,1159000,1891000,1300000,1329000,1034000,1800000,858000,1275000,1196000,8700000,500000000
28180000,25992000,2188000,3863000,1331000,1261000,1372000,2941000,1232000,1916000,2786000,9290000,20000000
28809000,23226000,5583000,3118000,1479000,1475000,949000,2617000,1093000,2382000,2742000,7371000,200000000
27172000,20555000,6617000,3953000,1758000,2053000,1358000,2162000,779000,1211000,2516000,4765000,20000000
5045000,4134000,911000,739000,230000,428000,219000,397000,155000,206000,257000,1503000,50000000
13081000,10133000,2948000,1152000,543000,585000,670000,1537000,462000,633000,589000,3962000,20000000
25081000,23693000,1388000,3686000,1804000,2087000,1381000,1902000,687000,2479000,2454000,7213000,20000000
10396000,9023000,1373000,1100000,714000,831000,324000,877000,474000,574000,688000,3441000,100000000
8239000,6878000,1361000,1032000,432000,476000,407000,555000,349000,669000,762000,2196000,100000000
6100000,5301000,799000,503000,258000,454000,202000,413000,301000,335000,422000,2413000,100000000
28261000,22810000,5451000,4019000,1680000,1395000,1169000,2118000,917000,1774000,2231000,7507000,50000000
26400000,23910000,2490000,3298000,1348000,2130000,802000,3029000,1218000,1136000,2253000,8696000,100000000
28737000,25791000,2946000,3594000,1607000,2094000,1145000,2235000,1246000,1992000,2071000,9807000,200000000
12232000,10380000,1852000,1751000,623000,758000,429000,1084000,550000,623000,1177000,3385000,100000000
17084000,13960000,3124000,1975000,803000,1422000,798000,1507000,694000,1446000,733000,4582000,100000000
23380000,21601000,1779000,2542000,1297000,1098000,1061000,2123000,712000,2499000,2106000,8163000,100000000
29969000,26671000,3298000,4215000,2355000,2466000,1612000,3219000,819000,3305000,2436000,6244000,500000000
13274000,11865000,1409000,1752000,672000,547000,653000,1501000,374000,1522000,794000,4050000,500000000
6531000,5572000,959000,956000,349000,507000,336000,422000,242000,326000,445000,1989000,100000000
21121000,15992000,5129000,3080000,1123000,1450000,692000,2328000,980000,1717000,1443000,3179000,500000000
9412000,8205000,1207000,1005000,557000,704000,290000,831000,315000,463000,401000,3639000,100000000
20044000,15599000,4445000,2231000,1478000,1215000,1184000,2299000,761000,1293000,1445000,3693000,50000000
13616000,11844000,1772000,1333000,764000,1133000,583000,1554000,572000,797000,599000,4509000,100000000
7076000,6264000,812000,893000,511000,394000,296000,547000,323000,290000,502000,2508000,500000000
12467000,11615000,852000,1315000,556000,670000,387000,1192000,492000,1428000,660000,4915000,50000000
23246000,18782000,4464000,3139000,1762000,1281000,780000,2580000,904000,2384000,2093000,3859000,100000000
25059000,22359000,2700000,2218000,1188000,1973000,1459000,1928000,1244000,2043000,1107000,9199000,50000000
16039000,12989000,3050000,1414000,667000,1039000,816000,851000,736000,1084000,925000,5457000,200000000
19639000,17221000,2418000,1852000,910000,1313000,830000,1477000,825000,1432000,1267000,7315000,500000000
25188000,23849000,1339000,2164000,1200000,2055000,1439000,1904000,1132000,1421000,1918000,10616000,500000000
9999000,9183000,816000,1234000,603000,817000,477000,1065000,500000,1174000,992000,2321000,50000000
25462000,20230000,5232000,2300000,1477000,1224000,1334000,1825000,896000,1600000,1216000,8358000,200000000
29437000,26689000,2748000,2685000,2020000,1987000,1264000,3314000,1212000,1353000,1836000,11018000,200000000
6421000,5804000,617000,520000,270000,297000,276000,568000,285000,547000,519000,2522000,100000000
6749000,5962000,787000,909000,404000,563000,216000,614000,225000,674000,421000,1936000,200000000
28341000,25877000,2464000,3879000,1511000,2320000,1474000,3018000,1379000,3336000,1543000,7417000,20000000
21448000,18066000,3382000,1959000,1399000,1769000,707000,1274000,675000,1924000,1907000,6452000,50000000
26674000,22598000,4076000,3515000,1114000,2007000,1412000,1367000,728000,1460000,1367000,9628000,500000000
18996000,15646000,3350000,2096000,786000,1203000,679000,1025000,766000,1354000,1143000,6594000,200000000
19580000,14815000,4765000,1895000,1118000,1179000,733000,1021000,439000,1279000,1066000,6085000,50000000
13467000,12472000,995000,1663000,976000,805000,775000,1333000,321000,560000,1315000,4724000,200000000
29257000,25544000,3713000,2706000,1956000,1267000,1292000,1965000,1437000,2088000,2638000,10195000,100000000
18837000,16013000,2824000,2505000,766000,1647000,636000,2072000,536000,1958000,1274000,4619000,100000000
19749000,15191000,4558000,1646000,931000,1235000,1129000,2208000,415000,1430000,1785000,4412000,50000000
19430000,16000000,3430000,2859000,953000,1681000,847000,1456000,665000,2101000,1573000,3865000,200000000
27785000,24051000,3734000,2363000,1582000,2333000,942000,1768000,1279000,2763000,1706000,9315000,100000000
15030000,14124000,906000,1812000,954000,1224000,627000,1276000,451000,1466000,790000,5524000,50000000
21734000,17353000,4381000,3111000,1058000,1509000,1036000,2328000,708000,1532000,1340000,4731000,1000000000
19975000,16748000,3227000,1615000,1105000,900000,816000,1956000,493000,884000,1420000,7559000,50000000
26223000,21365000,4858000,3013000,1661000,1474000,1514000,1358000,797000,2900000,1364000,7284000,200000000
10123000,8974000,1149000,1058000,560000,710000,386000,511000,496000,922000,571000,3760000,50000000
28211000,25350000,2861000,3403000,1290000,1147000,995000,1635000,1307000,1333000,2223000,12017000,1000000000
9095000,7487000,1608000,871000,543000,383000,333000,669000,384000,423000,759000,3122000,100000000
28041000,24264000,3777000,2371000,1485000,2072000,912000,2456000,1222000,2500000,1889000,9357000,200000000
9630000,8473000,1157000,1192000,718000,813000,420000,1033000,386000,710000,945000,2256000,50000000
5920000,5373000,547000,646000,420000,490000,334000,355000,139000,327000,345000,2317000,500000000
13990000,12153000,1837000,1729000,666000,677000,548000,849000,329000,828000,1325000,5202000,200000000
20763000,15846000,4917000,1967000,957000,1777000,784000,2293000,750000,1471000,1172000,4675000,50000000
18904000,17545000,1359000,1961000,1019000,1414000,1042000,2168000,716000,1891000,1591000,5743000,200000000
20037000,18384000,1653000,2391000,1132000,1519000,785000,1775000,985000,1117000,2002000,6678000,500000000
16919000,14024000,2895000,2056000,1308000,934000,750000,1776000,567000,1627000,1523000,3483000,200000000
13147000,11857000,1290000,1394000,684000,997000,407000,973000,625000,714000,901000,5162000,500000000
7183000,5572000,1611000,715000,537000,542000,277000,835000,357000,726000,341000,1242000,500000000
19556000,15252000,4304000,1939000,1178000,1364000,663000,2217000,887000,2191000,1916000,2897000,20000000
24263000,21012000,3251000,2238000,1830000,1404000,805000,2656000,776000,1830000,2020000,7453000,200000000
8344000,6791000,1553000,858000,568000,672000,358000,425000,355000,762000,753000,2040000,50000000
25800000,20505000,5295000,2424000,1763000,2241000,989000,2235000,938000,1582000,1919000,6414000,20000000
5538000,4895000,643000,689000,336000,462000,194000,287000,144000,633000,380000,1770000,50000000
15388000,13639000,1749000,1844000,1133000,802000,698000,1499000,368000,1140000,688000,5467000,1000000000
14947000,14192000,755000,1596000,750000,931000,800000,939000,330000,1192000,653000,7001000,20000000
8668000,7827000,841000,891000,661000,495000,451000,821000,258000,528000,649000,3073000,200000000
7723000,6284000,1439000,746000,506000,582000,290000,439000,314000,429000,396000,2582000,200000000
15237000,13126000,2111000,1790000,877000,1243000,577000,1569000,722000,887000,1227000,4234000,200000000
26562000,21883000,4679000,3834000,2106000,1349000,1380000,2679000,787000,2074000,2588000,5086000,200000000
11638000,10530000,1108000,1490000,867000,1017000,544000,586000,418000,594000,714000,4300000,500000000
11837000,9803000,2034000,1564000,839000,874000,619000,1248000,403000,841000,997000,2418000,500000000
15548000,14010000,1538000,2152000,792000,792000,467000,956000,362000,1097000,1472000,5920000,100000000
9654000,7808000,1846000,1010000,762000,565000,315000,557000,413000,721000,875000,2590000,500000000
13431000,12339000,1092000,1134000,936000,607000,726000,1142000,478000,991000,605000,5720000,100000000
9623000,8585000,1038000,1189000,618000,672000,534000,879000,457000,596000,776000,2864000,200000000
26366000,23959000,2407000,2457000,2027000,1278000,1063000,1509000,1188000,1828000,1533000,11076000,100000000
12245000,11571000,674000,1467000,569000,914000,719000,873000,347000,1374000,1153000,4155000,500000000
7123000,5467000,1656000,939000,325000,547000,278000,559000,209000,306000,358000,1946000,200000000
29210000,27308000,1902000,3939000,1827000,1868000,1656000,3390000,1055000,1374000,1558000,10641000,100000000
12637000,10956000,1681000,1278000,534000,565000,539000,854000,300000,1445000,878000,4563000,500000000
15457000,13589000,1868000,1791000,1029000,1090000,724000,1055000,426000,953000,925000,5596000,20000000
22486000,20541000,1945000,2776000,1116000,1318000,1109000,2162000,1004000,1447000,1384000,8225000,200000000
28698000,24713000,3985000,3942000,1285000,2511000,976000,2896000,706000,1938000,1879000,8580000,20000000
26284000,22321000,3963000,3504000,1482000,1726000,818000,1334000,956000,1269000,1278000,9954000,100000000
24004000,21525000,2479000,3580000,1408000,1047000,1027000,1425000,764000,2437000,1098000,8739000,100000000
5296000,4474000,822000,427000,248000,380000,184000,397000,138000,281000,273000,2146000,200000000
6384000,5245000,1139000,706000,266000,504000,297000,602000,313000,614000,460000,1483000,500000000
11625000,9834000,1791000,1138000,658000,558000,507000,690000,520000,681000,745000,4337000,100000000
6876000,5297000,1579000,608000,484000,429000,231000,516000,193000,650000,549000,1637000,200000000
